Source Sentence,Reference Translation,Model Translation
i do not know who has the right or thinks they have the right to deprive people of the freedom to choose their treatment,nao sei quem tem ou julga que tem o direito de negar as pessoas a liberdade de escolher o seu tratamento,nao podemos deixar de que o senhor comissario nao se pode ser feito para o futuro e o que se refere a sua capacidade de modo a que os nossos cidadaos
these have to be explained not only to farmers but to consumers as well,estes terao que ser explicados nao so aos agricultores mas tambem aos consumidores,nao ha duvida de que a situacao nao se pode ser a sua propria forma a ser a nivel nacional
this precedent could also cause similar action on the part of other states in the region who are current signatories of the said protocol,abrindo um precedente esta decisao podera igualmente vir a suscitar accoes semelhantes por parte de outros estados da regiao actualmente signatarios do referido protocolo,isto significa que a situacao de um acordo de accao para a uniao europeia nao se pode ser feito em relacao a um sistema de accao
there are a lot of members of the european parliament who very often take part in the votes but always without fail make explanations of vote,ha muitos deputados que com muita frequencia participam nas votacoes mas que frequentemente tambem entregam declaracoes de voto,infelizmente o parlamento europeu nao tem de ser o que e que o parlamento europeu nao se pode ser feito e nao e possivel
finally i wish to congratulate the rapporteur on his truly exceptional report,por ultimo quero felicitar o relator pelo seu relatorio verdadeiramente excepcional,por ultimo gostaria de agradecer ao senhor deputado schulz o seu trabalho
members of parliament must be able to see clearly what eu money has achieved or can achieve,os membros do parlamento tem de poder ver com clareza o que foi ou pode ser obtido com o dinheiro da ue,os estadosmembros que sao os estadosmembros que se encontram em vigor e que o parlamento europeu tem de ser mais longe
it also considers countries that are still on the dac list to be developing countries despite the fact that they have long since ceased to be ones,ele tambem considera paises que ainda constam da chamada lista do cad como paises em desenvolvimento apesar de ha muito terem deixado de o ser,temos de ter a ver com a uniao europeia que se trata de um sistema de accao que se refere a sua capacidade de modo a que os paises candidatos a fim de que se trata de um sistema de paz
i personally oppose the building of new atomic power plants,pessoalmente sou contra a producao de mais energia nuclear,espero que o parlamento europeu e o seu papel
i also voted against amendment no calling for no debate on this document,tambem votei contra a alteracao em que se solicitava que nao se debatesse este documento,gostaria de referir que nao se trata de uma alteracao oral a comissao
secondly there is a lack of courage to admit mistakes to appreciate that international financial crises would be manageable that action could be taken to prevent them and that they could be averted if those involved in the formulation of external trade policy were to recognise that economic and social policy need to be coordinated,em segundo lugar falta a coragem para reconhecer erros para compreender que e possivel gerir crises financeiras internacionais que estas poderiam ser prevenidas e poderiam ser evitadas se tambem na politica economica externa houvesse a percepcao que e necessario coordenar a politica economica e social,em segundo lugar temos de ser um pouco mais importante para que a uniao europeia deve ser a unica maneira de que a europa e a sua capacidade de modo a ser mais eficaz e que a europa se pode ser a sua propria forma
partly because of the lack of response from the united states on afghanistan the union has a particularly important role to play and we must be ready to play it,em parte devido a reserva dos estados unidos no que respeita ao afeganistao a uniao europeia esta a desempenhar um papel particularmente importante papel que devemos estar prontos a desempenhar,por escrito a questao da politica de coesao e a seguranca e a necessidade de um dos principais objectivos da uniao europeia que se trata de um bom trabalho
however if you look at the amendments that have been tabled on thursday for instance to the dimitrakopoulosleinen report you will see that there are over amendments which are tabled by individuals supposedly in the name of their political group but this may well not be the case,porem se considerarem as alteracoes apresentadas na quinta por exemplo ao relatorio dimitrakopoulosleinen poderao verificar que existem cerca de alteracoes que foram apresentadas por deputados individualmente e presumese em nome do seu grupo politico mas pode muito bem nao ser o caso,por isso nao podemos deixar de agradecer ao senhor deputado schulz pelo seu relatorio que nao e o seu relatorio e por isso que nao se trata de uma alteracao que nao se trata de um acordo de trabalho que se refere a sua posicao
we cannot and should not pay lip service to highflown ideas such as growth employment research social solidarity and enlargement and at the same time not provide the funds to achieve them,nao podemos e nao devemos apregoar em alto e som ideias como o crescimento o emprego a investigacao e a solidariedade social e simultaneamente nao providenciar fundos para as passar a pratica,nao podemos esquecer que nao e o facto de o que e que a europa e a sua capacidade de modo a ser mais eficaz e que a uniao europeia e a proteccao dos consumidores e a sua actividade nao se pode ser aplicada
the violence of recent days and weeks has thrown into sharp relief some enormous gaps in what is needed to alleviate the populations suffering in particular amongst the people of gaza,a violencia dos ultimos dias e das ultimas semanas deixou bem patentes enormes lacunas naquilo que e necessario fazer para aliviar o sofrimento da populacao em especial dos cidadaos de gaza,o acordo de trabalho em materia de saude e de um dos nossos cidadaos e os seus proprios e a sua responsabilidade e a sua opiniao e que a europa tem de ser mais longe de um problema
if some members arrive late because they have to make another detour they should not be penalised if they cannot take part in the voting,se alguns deputados chegarem atrasados porque tem de fazer outro desvio nao devem ser penalizados por nao poderem participar na votacao,se nao se trata de um acordo interinstitucional que nao se pode ser feito em que se trata de um processo de paz
also both mr barroso and commissioner hahn have acknowledged the vital importance of the contribution of cohesion policy towards achieving this strategy,de igual modo tanto o presidente barroso como o comissario hahn reconheceram a importancia vital da contribuicao da politica de coesao para a consecucao desta estrategia,tambem tambem a senhora deputada van orden e a senhora deputada van orden e a senhora deputada van orden e a europa nao se trata de um sistema de accao
european agriculture is currently experiencing one of the most critical times in its history our dealings with the agricultural sector are not without repercussion and ultimately not only farmers will be affected but europe itself because in the end the farmers and people of europe look to us to europe to the institutions as the entity that must meet their demands,acontece que a agricultura europeia esta a atravessar uma das fases mais delicadas da sua historia evitemos cometer um crime perfeito relativamente ao sector agricola cujas consequencias recairao nao tanto sobre os agricultores mas sobre a europa pois ao fim e ao cabo os agricultores e os povos europeus tem os olhos postos em nos na europa nas instituicoes enquanto instancia que deve encontrar resposta para as suas necessidades,a europa nao pode ser a sua propria europa e que a europa nao se pode ser a sua vida e a sua vida e a sua vida e a sua vida nao e a sua vida e a sua propria forma como a europa
this is about the free market and the principles of the free market would trickle away in the face of more stringent regulations on company relocations,o que esta em causa e o mercado livre e os principios do mercado livre perderseiam se as regras relativas as deslocalizacoes das empresas fossem mais restritivas,e a comissao a que a ue deve ser a sua capacidade de modo a que os paises candidatos a fim de garantir a proteccao dos consumidores
i am deeply indebted to my colleague mr rovsing for the attention that he has given to this issue,fico em grande divida para com o meu colega senhor deputado rovsing pela atencao que dedicou a este assunto,agradeco a senhora deputada mckenna que me parece que o senhor deputado swoboda e o senhor deputado swoboda
our task as legislators is not to limit the legal nature of the regulation on the basis of speculation or market projections but rather to ensure legal certainty and to lay the foundations for a common legal language in the field of commerce,a nossa missao enquanto legisladores nao e limitar a natureza juridica do regulamento com base em especulacao ou projeccoes de mercado mas antes garantir seguranca juridica e lancar as bases para uma linguagem juridica comum no dominio do comercio,a questao nao pode ser a comissao e a comissao e a comissao e a necessidade de um sistema de accao para a saude publica e a sua politica de saude e nao pode ser aplicada
we will eventually pay the price,mais tarde ou mais cedo sofreremos as consequencias de tudo isto,temos de ser o que aconteceu
we need to turn things back the right way up but not on the basis of illusions of state control and not with the idea that the state must take a regulatory role and intervene directly in business,necessitamos de repor as coisas no seu lugar certo mas nao com base em ilusoes de controlo estatal nem na ideia de que o estado deve assumir um papel regulador e intervir directamente na actividade empresarial,temos de ser feito e que nao se trata de uma solucao para o facto de o que e que nao e possivel e que nao e possivel e que o seu alcance para o seu objectivo e o seu papel em que se refere
mr president it is with emotion that we receive and share the solidarity with the victims of the terrorist attacks of march expressed by the council the commission and particularly by you mr president pat cox,senhor presidente e com emocao que recebemos e partilhamos a solidariedade para com as vitimas dos atentados terroristas de de marco manifestada pelo conselho pela comissao e especialmente por si senhor presidente pat cox,senhor presidente o que e o senhor presidente e a sua posicao e que o senhor presidente em exercicio do conselho e o conselho e o conselho e o conselho de ministros e a uniao europeia
the outcome of a liberal strictly marketconforming policy is by definition not free from value judgement,os resultados de uma politica liberal estritamente conforme as leis do mercado nao sao por definicao destituidos de normas,o objectivo de um acordo de trabalho e um dos principais objectivos de uma politica de coesao
all of that is very complicated,isto e tudo muito complicado,e verdade que esta questao
my thanks to those who work with me more intensively on some of the specific dossiers in which we are engaged,muito obrigado a todos que trabalham comigo mais intensamente em alguns dos dossiers especificos em que estamos envolvidos,a minha pergunta que me parece que me parece que o meu pais se encontra em frente sobre a situacao de um pais
the whole business has been dragging on since with one scandalous decision after another,tudo isso ja se vem a arrastar desde com uma decisao escandalosa a seguir a outra,a maioria dos ultimos anos foi um dos principais anos de acordo com a sua posicao
thirdly are more decisive measures to reduce unemployment permanently not the most tried and tested means of guaranteeing price stability,terceiro a adopcao de medidas mais firmes com vista a diminuicao duradoura do desemprego nao sera o meio mais comprovado de garantir a estabilidade dos precos,em terceiro lugar nao e a necessidade de uma maior importancia a nivel da saude publica e a seguranca e a sua capacidade de modo a ser mais eficaz
a moment ago someone mentioned that some progress had been made on issues relating to the common foreign and security policy,foi referido ha momentos que tinhamos realizado alguns progressos em materia de politica externa e de seguranca comum,ha um sinal de que a presidencia irlandesa e um pouco mais importante para a sua politica de lisboa e de uma politica
this is one of the fisheries agreements signed by the european union with around fifteen countries of africa and countries bordering the indian ocean,tratase de um dos acordos de pesca concluidos pela uniao europeia dos quais quinze sao realizados com paises africanos ou com paises do oceano indico,esta a ser um dos principais paises da uniao europeia a uniao europeia e a uniao europeia e a sua propria politica de lisboa
even if it is not possible to intervene on a purely legal level there may be other options for calling attention to the need to increase the provision of dialysis facilities during holiday periods in the member states,ainda que nao seja possivel uma intervencao no plano puramente juridico talvez haja outras possibilidades de chamar a atencao para a necessidade de aumentar a actividade das unidades de dialise nos estadosmembros durante os periodos de ferias,nao se trata de uma solucao para o facto de se ter sido um pouco mais importante para que se trata de um sistema de accao para a sua capacidade de modo a que os estadosmembros nao se encontram em condicoes de que a uniao
the commission can claim several successes in this area,a comissao pode gabarse de ter tido varios exitos nesta materia,a comissao tem de ser muito mais longe do que o relatorio
instead the amounts for security and defence policy that serve the militarisation of the eu do not belong to the common budget although the council would propose this especially now during the french presidency,em contrapartida as verbas destinadas as politicas de seguranca e de defesa que fomentam a militarizacao da ue nao estao incluidas no orcamento comum embora o conselho o desejasse propor principalmente agora enquanto decorre esta presidencia francesa,no ambito da politica de coesao social e a comissao dos assuntos economicos e monetarios nao se encontra a sua posicao comum que nao foi aprovado por um lado a comissao europeia
i think that mr juncker gave as transparent a report as mr bonde has always hoped for as transparent as possible,penso que o presidente juncker fez um relatorio tao transparente como o que senhor deputado bonde sempre esperou um relatorio tao transparente quanto possivel,gostaria de agradecer ao senhor deputado van orden e a senhora deputada van orden e que nao se trata de um relatorio
it is now up to the governments whether or not we will be able to put an end to the overpollution of the river raba and other european rivers in a similar situation,agora cabe aos governos decidir se seremos ou nao capazes de acabar com a poluicao do rio raba e de outros rios europeus que se encontram na mesma situacao,e que a situacao nao se pode ser feito em que a situacao nao se pode ser feito em relacao a todos os esforcos para a sua capacidade de modo a que a uniao europeia
these are set out in regulation no of the european parliament and of the council regarding public access to european parliament council and commission documents,estas estao estabelecidas no regulamento no do parlamento europeu e do conselho relativo ao acesso publico aos documentos do parlamento europeu conselho e comissao,estas questoes nao se encontram em conta a comissao dos assuntos juridicos e monetarios e da comissao dos assuntos internos e do conselho europeu
it follows that the presence of spanish vessels in the waters around the azores outside the nauticalmile limit does not justify any emergency measures of the kind suggested by mr casaca as these ships are complying with the rules on access,daqui se infere que a presenca de embarcacoes de pesca espanholas nas aguas dos acores fora do limite das milhas maritimas nao justifica que sejam tomadas quaisquer medidas de emergencia do tipo sugerido pelo senhor deputado casaca dado que tais embarcacoes se encontram dentro das normas de acesso,o que nao e o que se refere a sua posicao de que a situacao nao se pode ser a sua propria forma como a sua propria uniao europeia nao se encontra em vigor em que se refere a sua capacidade de modo a que
sustainable development should be based on new technologies so funding for scientific research should be improved since we lag behind the united states and japan in this sphere,o desenvolvimento sustentavel deve assentar em novas tecnologias pelo que o financiamento destinado a investigacao cientifica deve ser melhorado ja que nesta esfera estamos atrasados em relacao aos estados unidos e ao japao,a politica de coesao e um desenvolvimento sustentavel e a necessidade de uma maior importancia de uma politica de coesao e que nao pode ser aplicada
that is the second important point,esse e o segundo ponto importante,e importante que esta questao
and what attempts will the commission make to get china vietnam iran and even the united states to add their names to the signatories,que iniciativas serao lancadas pela comissao de molde a que a china o vietname o irao e mesmo os estados unidos da america se associem ao grupo de paises signatarios,e por isso que o conselho e o conselho e o conselho de origem a fim de que a uniao europeia nao pode ser feito
the new regulation could obviously impose additional statistical reporting obligations on some transport businesses,o novo regulamento representara evidentemente novas obrigacoes para algumas transportadoras em materia de comunicacao de dados estatisticos,a directiva relativa a directiva relativa a directiva relativa a um sistema de accao social e a seguranca
there is only one problem here,so ha um problema,se esta a ser um problema
people complain about the multiannual guidance programme and say it is not working,as pessoas reclamam acerca do programa de orientacao plurianual queixandose de que nao funciona,as nossas instituicoes sao importantes e nao so a sua politica de lisboa
the draft amending budget under discussion is a routine matter connected with this which we should adopt in accordance with mrs gills proposal,o projecto de alteracao orcamental em discussao constitui uma questao de rotina relacionada com este aspecto o qual devemos adoptar de acordo com a proposta da senhora deputada gill,o processo de decisao do conselho e o conselho de ministros e um dos assuntos internos e um dos estadosmembros
it is absolutely disgraceful that you are doing this but i have hope and faith that in westminster the mother of parliaments for once will do her job and the british people will get a referendum,e absolutamente lamentavel que procedam desta forma contudo tenho esperanca e fe que westminster mae de todos os parlamentos faca por uma vez o seu trabalho e que os britanicos venham a ter a possibilidade de fazer um referendo,e verdade que o senhor deputado schulz e nao e possivel e que o senhor presidente nao se encontra a sua posicao e a sua posicao de que a situacao nao se encontra em vigor em que a uniao europeia
there is not escaping the fact that the postal sector must enjoy the benefits of liberalization and that must be done by concerted action,e forcoso constatar que o sector postal ira receber a sua uncao de liberalismo mas isso deve processarse de forma concertada,nao podemos esquecer que a europa nao se trata de uma maior importancia de uma politica de coesao e a sua vida
this being so i agree with mr fourcans comments,assim associome a reflexao do senhor deputado fourcans,por isso e que o senhor deputado schulz referiu o senhor deputado
mr president thank you for your understanding,senhor presidente obrigado pela sua compreensao,senhor presidente senhor comissario caros colegas
it would certainly be laudable if new delhi were to combine its efforts with ours in the european union to help myanmar to awake from its current nightmare,seria certamente louvavel que nova deli conjugasse os seus esforcos com os nossos na uniao europeia para ajudar myanmar a acordar do pesadelo em que esta mergulhado,e necessario que a situacao de um acordo de accao para a uniao europeia e a sua propria situacao em que se refere a sua capacidade de modo a que os paises candidatos a uniao europeia
the first is the need for a new vision of the neighbourhood policy,o primeiro e a necessidade de uma nova visao para a politica de vizinhanca,a questao da politica de coesao e um dos aspectos
years ago we as irish people began our journey from the edge to the heart of europe,ha anos nos cidadaos irlandeses iniciamos a nossa viagem da periferia para o coracao da europa,ha muitos anos que o governo irlandes tem de ser feito para o seu pais
so it is important that more pressure is brought to bear to prioritise this issue at all levels,e pois importante que se exerca uma maior pressao no sentido de dar prioridade a esta questao a todos os niveis,e por isso que e importante que a europa esta a ser um pouco mais importante
of course i would like to confirm to the representative of the group of the greenseuropean free alliance that i agree with many of the suggestions that you made in your speech,naturalmente desejo confirmar a representante do grupo dos verdesale que partilho muitos dos aspectos que evidenciou na sua intervencao,e por isso que o senhor deputado schulz gostaria de agradecer ao senhor deputado schulz pelo seu trabalho que se refere a sua posicao que se refere a sua posicao
this is a time for european unity in order to demand an end to the occupation in order to support the authority of the united nations over the state of israel as well which incidentally owes its very existence to the united nations,e a hora da unidade europeia para exigir o fim da ocupacao para apoiar a autoridade das nacoes unidas tambem sobre o estado de israel a quem este de resto deve a sua propria existencia,e um dos principais objectivos de uma politica de paz que se refere a sua posicao de que a uniao europeia e o conselho de ministros e a sua propria maioria dos seus cidadaos e o que se refere a sua propria situacao
they made usd billion available to their airlines straight away and offered another usd billion in indirect aid to help them over other crises should they arise,o governo norteamericano disponibilizou de imediato um montante de mil milhoes de dolares para apoiar as suas companhias de aviacao tendo oferecido um montante adicional de mil milhoes de dolares em ajuda indirecta para as auxiliar a superar outras eventuais crises caso se verificassem,os paises que se encontram em condicoes de producao de saude e de seguranca social e a sua capacidade de modo a ser a sua propria forma a ser mais eficaz e que nao se pode ser possivel
it is thus conceivable for a member to make a speech in parliament which he cannot be prosecuted for,imaginemos um deputado que pronuncia um discurso no parlamento ele nao pode ser sujeito a qualquer incriminacao por esse motivo,e por isso que nao se trata de um acordo interinstitucional que nao se encontra em vigor
we need to introduce new measures for the assessment of these funds and more socioeconomic parameters good practices greater visibility and of course better monitoring of the principle of additionality,ha que introduzir novos elementos na avaliacao destes fundos mais parametros socioeconomicos boas praticas visibilidade e obviamente uma maior observancia do principio da adicionalidade,temos de ser um sistema de accao para a politica de coesao e de um sistema de accao e de que a europa e a sua capacidade de modo a ser mais eficaz e que a situacao seja a ser mais eficaz
the chinese authorities expressed interest in the approval by the commission of the imports of heattreated poultry meat from jilin province,as autoridades chinesas manifestaram interesse na aprovacao pela comissao das importacoes de produtos a base de carne de aves de capoeira tratados termicamente provenientes da provincia de jilin,os estadosmembros da comissao dos estadosmembros e a comissao dos estadosmembros a fim de ser a sua propria uniao europeia
two years ago we were already sounding warnings to the effect that the wto would mean less democratic control by parliaments and citizens,ja ha dois anos lancamos o nosso alerta a omc significa menos controlo democratico por parte do parlamento e dos cidadaos,ha um exemplo de que a maioria dos ultimos anos se o conselho europeu de ministros e de governo que se encontra em vigor e a sua propria situacao
this house should congratulate the actions of the coalition armed forces in particular of the united states and the united kingdom who have been instrumental in bringing about the downfall of that ghastly regime,este parlamento deveria saudar as accoes das forcas armadas da coligacao sobretudo as dos estados unidos e do reino unido que contribuiram de modo crucial para o derrube daquele odioso regime,esta proposta de resolucao que o senhor comissario a comissao tem de ser a sua capacidade de que a situacao nao se pode ser a sua propria forma como a uniao europeia nao pode ser feito
as a result this is the first regulation that both the commission and parliament have had to address that makes it urgently necessary that we look at the transposal of the law in force in europe,consequentemente este e o primeiro regulamento que a comissao e o parlamento tem de apreciar que torna urgentemente necessario examinar a transposicao da legislacao em vigor na europa,e por isso que o parlamento europeu e o conselho e o conselho que se trata de um relatorio que se trata de um processo de paz e que o parlamento europeu
the europe for citizens programme ensures the continuity of the civic participation programme established for the period to,o programa europa para os cidadaos assegura a continuidade do programa de participacao civica estabelecido para o periodo de a,a uniao europeia a uniao europeia tem de ser um pouco mais de um dos estadosmembros
daytoday practice and i include my own country in this indicates that there are still plenty of loopholes that definitions are unclear that prohibitions are sometimes ignored and that commercial considerations all too often take precedence over respect for human rights,a pratica quotidiana revela e incluo aqui tambem o meu pais que existem ainda muitos subterfugios que as definicoes sao pouco claras que as proibicoes sao por vezes ignoradas e que os interesses comerciais se sobrepoem com demasiada frequencia ao respeito dos direitos humanos,o que e o que e um pouco mais importante e que o senhor comissario e o que e que e que a nossa opiniao nao e o que e que a europa e a sua propria forma a que nao se trata de um
the court has spoken clearly on the subject,o tribunal falou em termos muito claros sobre o assunto,o conselho europeu tem de ser muito mais
his publications are testimony to an academic profile that is undoubtedly on a level with the tasks he has to carry out and his experience in the monetary field must cast aside any doubts about his abilities,as suas publicacoes testemunham um perfil academico sem duvida a altura das tarefas que tera de cumprir e a sua experiencia no campo monetario tem de dissipar qualquer duvidas no que diz respeito as suas capacidades,o que se refere a sua parte e a sua propria forma e a sua propria forma de uma solucao que se trata de uma solucao para o futuro e a sua propria situacao e a sua propria europa
i also welcome the proposal for the political pillar of asem to encourage political dialogue in several areas including between china and taiwan,saudo tambem a proposta no sentido de o pilar politico da asem promover o dialogo politico em varias areas nomeadamente entre a china e taiwan,congratulome tambem com a proposta de resolucao sobre a seguranca e a seguranca e a seguranca e a seguranca e a sua politica
the vote on these three topics will take place at the end of todays sitting,a votacao destes tres temas tera lugar hoje no final dos debates,o meu grupo de hoje foi dito em que a votacao de um pais
i hope that we can count on the support of the house on the commissions proposal on this matter,faco votos por que a proposta da comissao nesta materia possa merecer o apoio do parlamento,espero que o relatorio que foi aprovado por comissao a comissao esta a ser aceite
the alternative is to enable patients to obtain sound information validated by the competent european authorities on medicines for a small number of diseases,por outro permitir aos pacientes obter informacoes adequadas validadas pelas autoridades europeias competentes sobre medicamentos para o tratamento de um pequeno numero de doencas,a directiva deve ser a directiva relativa a directiva relativa a proteccao dos consumidores e a promocao do mercado interno e a sua actividade
his wife was allowed to leave,a sua esposa foi autorizada a sair,o seu pais foi dito
in the resolution we also highlight the need should the tunisian people so request to provide the necessary financial aid both to complete the reforms already introduced and to satisfy the economic and social needs of the people of tunisia,na resolucao salientamos tambem a necessidade se o povo tunisino o solicitar de fornecer o apoio financeiro necessario tanto para levar a cabo as reformas ja empreendidas como para satisfazer as necessidades economicas e sociais da populacao da tunisia,por escrito a comissao e a comissao e a comissao e a necessidade de um sistema de accao para a saude publica e a seguranca e a sua actividade e a sua propria forma a ser mais eficaz
from this point of view i regret the fact that our parliament has not been able in conjunction with the council of going further in defining the size of the market and that we allowed on this issue too a key point in negotiation and which provided balance in the text to be left to our experts and for the next stage of the regulatory process,deste ponto de vista lamento que o nosso parlamento nao tenha sido capaz juntamente com o conselho de ir mais longe na definicao da dimensao do mercado e que tenhamos mais uma vez deixado um ponto essencial da negociacao e do equilibrio do texto aos nossos especialistas e a fase seguinte do processo de regulamentacao,a minha opiniao que nao e o facto de o conselho que se trata de um acordo que o parlamento europeu nao se trata de um acordo de trabalho que se trata de um sistema de accao para a europa que nao se trata de
in the case of the milk fund too the fund itself is much more important than even how much money it will ultimately contain,tambem no caso do fundo destinado ao sector do leite a existencia do fundo e mais importante do que os meios monetarios de que dispora,no que se refere a situacao das mulheres e a europa se nao se trata de um problema que se refere a sua capacidade de modo a que se trata de um problema
mr president i wish to thank mr hegyi for his very ambitious report and for the very good and fruitful cooperation,senhor presidente gostaria de agradecer ao senhor deputado hegyi pelo seu ambicioso relatorio e pela excelente e frutifera colaboracao,senhor presidente gostaria de agradecer a senhora deputada grossetete e a senhora deputada grossetete e que o senhor deputado schulz e um bom trabalho
are we getting enough environment for the money,a qualidade ambiental que temos corresponde ao que pagamos,temos de ser um dos principais objectivos da europa
mexico now ranks among the states in which democratic changeovers of power will become the norm,com isso o mexico incluise entre aqueles paises nos quais uma mudanca democratica do poder se torna normal,os estadosmembros devem ser objecto de uma nova directiva para a sua propria situacao em que a uniao europeia
i think that with this european model we are on the right track including where the social dimension of the internal market is concerned,penso que com este modelo europeu estamos no caminho certo inclusivamente no que diz respeito a dimensao social do mercado interno,penso que a questao da comissao e a necessidade de um sistema de accao social e a promocao do mercado interno
we wish you great success here and trust that you will be able to coordinate your work well with american policy,desejamoslhe muito sucesso nesta questao e estamos confiantes de que coordenara o seu trabalho de forma eficaz com a politica norteamericana,temos de fazer e que o nosso grupo e o nosso grupo e o que e o que e o que e o que e o nosso pais
the aim is to make sure that those who are currently persecuting the demonstrators will not be able to go on holiday to turkey romania or bulgaria,o objectivo e fazer com que aqueles que perseguem os manifestantes nao possam ir de ferias para a turquia romenia ou bulgaria,o que nao e possivel e que o que se pode ser feito em relacao a todos os estadosmembros que se encontram em qualquer coisa que o seu pais nao se encontra em vigor
i should like to pass on a message from the council it cannot be present tomorrow afternoon for the statements on the conclusions of the g summit,gostaria de vos transmitir uma mensagem do conselho nao pode estar presente amanha a tarde para as declaracoes sobre as conclusoes da cimeira do g,gostaria de comecar por ter lugar a sua posicao de que a comissao nao se encontra a sua posicao comum
furthermore we also have a major problem in the fight against abuse and discrimination against immigrants many of whom work in european families,alem disso existe um grande problema no combate a exploracao e a discriminacao dos imigrantes que trabalham maioritariamente para familias europeias,alem disso temos de ser um problema que a europa e a europa e a sua vida e a sua vida e a sua vida
the president has our support when she asks the european council to i quote introduce balanced rules on company mergers within the european union and says that there should be a ban on any mergers that do not comply with binding european legislation on prior notification and consultation of workers that before such mergers can take place a serious assessment of their social impact is carried out and when she points out that unregulated mergers based merely on dominant capitalist concerns have a devastating effect on the union s social cohesion,a presidente tem o nosso apoio quando pede ao conselho europeu para e cito regulamentar de maneira equilibrada as fusoes de empresas no seio da uniao que sejam interditas as que nao respeitem uma legislacao europeia vinculativa em materia de informacao previa e consulta dos trabalhadores que estas fusoes sejam precedidas por uma avaliacao rigorosa do seu impacto social e quando constata que as fusoes selvagens operadas unicamente em virtude de um poder capitalista dominante tem um efeito devastador sobre a coesao socialda uniao,o senhor deputado schulz referiu que o conselho nao se trata de um acordo de trabalho que a uniao europeia deve ser um pouco mais importante para a uniao europeia e nao e a sua propria politica de lisboa e que nao se pode ser
it is simply outrageous that people cannot get to know their own past,e simplesmente inadmissivel o facto de as pessoas nao terem a possibilidade de conhecer o seu proprio passado,nao e verdade que nao se trata de uma situacao que se refere a situacao
we also need to protect farmers especially those from the new member states who still do not enjoy the same support as farmers from the other member states,devemos igualmente proteger os agricultores sobretudo os dos novos estadosmembros que ainda nao usufruem do mesmo apoio que as agricultores nos outros estadosmembros,temos de garantir que os paises candidatos a fim de os paises nao se encontram em condicoes de que a uniao europeia nao se pode ser possivel para os estadosmembros
this house does indeed want to be kept informed of the committees reports and recommendations,esta assembleia deseja sim ser informada das recomendacoes e dos relatorios emitidos pelo comite,este relatorio e o conselho e o conselho de ministros e de um dos estadosmembros
mr president madam vicepresident ladies and gentlemen first i should like to thank the rapporteur,senhor presidente senhora vicepresidente caros colegas minhas senhoras e meus senhores em primeiro lugar quero agradecer vivamente ao relator,senhor presidente senhor comissario senhoras e senhores deputados gostaria de agradecer ao senhor deputado
during my regular business trips i witness annoying problems faced by passengers carrying liquids in their hand luggage at european airports,durante as minhas viagens de negocios regulares sou testemunha dos problemas incomodos que os passageiros que transportam liquidos na sua bagagem de mao enfrentam nos aeroportos europeus,por escrito a questao da sua parte do norte de origem a fim de um dos paises candidatos a fim de se tornar o seu papel de um mercado interno
first of all i want to thank both mr robert evans our rapporteur in the committee on citizens freedoms and rights justice and home affairs and the committee as a whole for the quality of the work they have done and for the courageous social choices they have asked us to make today,antes de mais gostaria de agradecer simultaneamente ao nosso relator no seio da comissao das liberdades e dos direitos dos cidadaos da justica e dos assuntos internos senhor robert evans e a toda a comissao nao so pelo trabalho de qualidade que nos apresentaram mas tambem pelas corajosas escolhas de sociedade que nos levam hoje a fazer,em primeiro lugar gostaria de agradecer ao senhor deputado van den berg em nome da comissao dos assuntos economicos e monetarios e da comissao dos assuntos internos e da comissao e da comissao dos assuntos internos e da comissao
mrs madurells report reveals the member states shortcomings in terms of the transposition and implementation of directive ec on the implementation of the principle of equal treatment for men and women as regards access to employment vocational training and promotion and working conditions,o relatorio da senhora deputada riera madurell revela as deficiencias dos estadosmembros em termos de transposicao e aplicacao da directiva ec relativa a concretizacao do principio da igualdade de tratamento entre homens e mulheres no que se refere ao acesso ao emprego a formacao e promocao profissionais e as condicoes de trabalho,a comissao dos assuntos economicos e monetarios sobre a directiva relativa a directiva relativa a seguranca e a seguranca social e a seguranca social e a seguranca e a seguranca e a sua actividade e a sua capacidade de modo a ser mais eficaz
in my opinion this wording implies a positive assessment of labour migration from third countries,na minha opiniao a actual formulacao implica uma avaliacao positiva da maodeobra migrante de paises terceiros,por escrito a proposta de resolucao e um dos principais aspectos que se encontram em condicoes de uma politica de coesao
mr president the budget is far from being generous just like any other budget,senhor presidente o orcamento de esta longe de ser generoso a semelhanca de qualquer outro orcamento,senhor presidente o que se refere a sua posicao e a sua propria forma a ser mais eficaz
we use this information on a daily basis for example in our analysis of supply and price developments within the cereal sector,utilizamos diariamente esta informacao por exemplo na nossa analise da evolucao da oferta e dos precos no sector dos cereais,temos de ser um dos principais objectivos de uma politica de coesao e de que a europa e a sua propria forma a ser mais eficaz
what is the way out,qual e a saida,o que e que e o nosso
consequently i would strongly discourage you from formulating a principle of free choice at european level if i were you i would leave this to the member states and the free market,por esse motivo quero aconselhala vivamente a nao seguir a linha da formulacao de um principio de escolha livre a nivel europeu e a deixar essa materia aos estadosmembros e ao mercado livre,gostaria de salientar que a questao de um acordo de trabalho que se refere a um sistema de accao para a saude publica e a sua propria comissao nao se pode ser aplicada
as a consequence of this drought the alentejo and algarve regions are at less than of the maximum ground water capacity,devido a esta situacao de seca meteorologica no alentejo e no algarve registamse menos de da capacidade maxima de agua no solo,e por isso que a europa e a europa e a sua vida e a sua vida
